metric,2024-03-31 00:00:00,2023-12-31 00:00:00,2023-09-30 00:00:00,2023-06-30 00:00:00,2023-03-31 00:00:00,2022-12-31 00:00:00,2022-09-30 00:00:00,stock,2024-02-29 00:00:00,2023-11-30 00:00:00,2023-08-31 00:00:00,2023-05-31 00:00:00,2023-02-28 00:00:00,2022-11-30 00:00:00,2022-08-31 00:00:00,2024-01-31 00:00:00,2023-10-31 00:00:00,2023-07-31 00:00:00,2023-04-30 00:00:00,2023-01-31 00:00:00,2022-10-31 00:00:00
Capital Expenditure,,-316847000.0,-238219000.0,-11010000.0,-10234000.0,-10053000.0,,MOMO,,,,,,,,,,,,,
End Cash Position,,8282912000.0,7641818000.0,4711714000.0,5549852000.0,5198601000.0,,MOMO,,,,,,,,,,,,,
Beginning Cash Position,,7641818000.0,4711714000.0,5549852000.0,5198601000.0,3621305000.0,,MOMO,,,,,,,,,,,,,
Effect Of Exchange Rate Changes,,-34609000.0,-7837000.0,145860000.0,-9426000.0,-30706000.0,,MOMO,,,,,,,,,,,,,
Changes In Cash,,675703000.0,2937941000.0,-983998000.0,360677000.0,1608002000.0,,MOMO,,,,,,,,,,,,,
Financing Cash Flow,,-170963000.0,2008629000.0,-3054014000.0,-483559000.0,-105648000.0,,MOMO,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,,-170963000.0,2008629000.0,-3054014000.0,-483559000.0,-105648000.0,,MOMO,,,,,,,,,,,,,
Net Other Financing Charges,,0.0,-223000.0,-2557000.0,,-1076000.0,-30188000.0,MOMO,,,,,,,,,,,,,
Proceeds From Stock Option Exercised,,31000.0,551000.0,16000.0,-1536000.0,112000.0,,MOMO,,,,,,,,,,,,,
Cash Dividends Paid,,-20803000.0,0.0,-937249000.0,,0.0,0.0,MOMO,,,,,,,,,,,,,
Common Stock Dividend Paid,,,,-937249000.0,,,,MOMO,,,,,,,,,,,,,
Net Common Stock Issuance,,-150191000.0,-58767000.0,0.0,-3237000.0,-104684000.0,,MOMO,,,,,,,,,,,,,
Common Stock Payments,,-150191000.0,-58767000.0,0.0,-3237000.0,-104684000.0,,MOMO,,,,,,,,,,,,,
Net Issuance Payments Of Debt,,0.0,2067068000.0,-2114224000.0,-478786000.0,0.0,,MOMO,,,,,,,,,,,,,
Net Long Term Debt Issuance,,0.0,2067068000.0,-2114224000.0,-478786000.0,0.0,,MOMO,,,,,,,,,,,,,
Long Term Debt Payments,,0.0,-86932000.0,-2114224000.0,-478786000.0,0.0,,MOMO,,,,,,,,,,,,,
Long Term Debt Issuance,,0.0,2154000000.0,,,,0.0,MOMO,,,,,,,,,,,,,
Investing Cash Flow,,430789000.0,346844000.0,1242274000.0,393162000.0,1174954000.0,,MOMO,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,,430789000.0,346844000.0,1242274000.0,393162000.0,1174954000.0,,MOMO,,,,,,,,,,,,,
Net Other Investing Changes,,1000.0,137000.0,947000.0,738000.0,7000.0,,MOMO,,,,,,,,,,,,,
Dividends Received Cfi,,,,1517000.0,0.0,0.0,0.0,MOMO,,,,,,,,,,,,,
Net Investment Purchase And Sale,,746118000.0,584926000.0,1250820000.0,402658000.0,1185000000.0,,MOMO,,,,,,,,,,,,,
Sale Of Investment,,1117033000.0,3615000000.0,2609820000.0,900000000.0,1700000000.0,,MOMO,,,,,,,,,,,,,
Purchase Of Investment,,-370915000.0,-3030074000.0,-1359000000.0,-497342000.0,-515000000.0,,MOMO,,,,,,,,,,,,,
Net Business Purchase And Sale,,,,,,0.0,0.0,MOMO,,,,,,,,,,,,,
Purchase Of Business,,,,,,0.0,0.0,MOMO,,,,,,,,,,,,,
Net PPE Purchase And Sale,,-316847000.0,-238219000.0,-11010000.0,-10234000.0,-10053000.0,,MOMO,,,,,,,,,,,,,
Purchase Of PPE,,-316847000.0,-238219000.0,-11010000.0,-10234000.0,-10053000.0,,MOMO,,,,,,,,,,,,,
Operating Cash Flow,,415877000.0,582468000.0,827742000.0,451074000.0,538696000.0,,MOMO,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,,415877000.0,582468000.0,827742000.0,451074000.0,538696000.0,,MOMO,,,,,,,,,,,,,
Dividend Received Cfo,,0.0,718000.0,1349000.0,,0.0,0.0,MOMO,,,,,,,,,,,,,
Change In Working Capital,,-186997000.0,-37466000.0,159610000.0,-66891000.0,46668000.0,,MOMO,,,,,,,,,,,,,
Change In Other Working Capital,,-159870000.0,59832000.0,34352000.0,25749000.0,3630000.0,,MOMO,,,,,,,,,,,,,
Change In Other Current Liabilities,,6953000.0,26741000.0,-15548000.0,6564000.0,-15159000.0,,MOMO,,,,,,,,,,,,,
Change In Other Current Assets,,16033000.0,-50578000.0,30424000.0,-7485000.0,-15907000.0,,MOMO,,,,,,,,,,,,,
Change In Payables And Accrued Expense,,-30609000.0,38175000.0,-40966000.0,-115578000.0,106300000.0,,MOMO,,,,,,,,,,,,,
Change In Accrued Expense,,-11586000.0,15374000.0,-54827000.0,-132733000.0,121638000.0,,MOMO,,,,,,,,,,,,,
Change In Payable,,-19023000.0,22801000.0,13861000.0,17155000.0,-15338000.0,,MOMO,,,,,,,,,,,,,
Change In Account Payable,,-25118000.0,6987000.0,11459000.0,20379000.0,-8992000.0,,MOMO,,,,,,,,,,,,,
Change In Tax Payable,,5456000.0,24215000.0,2674000.0,-6393000.0,-6081000.0,,MOMO,,,,,,,,,,,,,
Change In Income Tax Payable,,5456000.0,24215000.0,2674000.0,-6393000.0,-6081000.0,,MOMO,,,,,,,,,,,,,
Change In Prepaid Assets,,-7968000.0,-95271000.0,171465000.0,24352000.0,-36784000.0,,MOMO,,,,,,,,,,,,,
Change In Receivables,,-11536000.0,-16365000.0,-20117000.0,-493000.0,4588000.0,,MOMO,,,,,,,,,,,,,
Changes In Account Receivables,,-11392000.0,10749000.0,-20117000.0,-548000.0,4643000.0,,MOMO,,,,,,,,,,,,,
Stock Based Compensation,,62224000.0,59472000.0,63748000.0,81657000.0,89944000.0,,MOMO,,,,,,,,,,,,,
Provisionand Write Offof Assets,,1553000.0,-133000.0,1022000.0,9182000.0,-75000.0,,MOMO,,,,,,,,,,,,,
Depreciation Amortization Depletion,,16673000.0,18746000.0,20066000.0,24123000.0,25187000.0,,MOMO,,,,,,,,,,,,,
Depreciation And Amortization,,16673000.0,18746000.0,20066000.0,24123000.0,25187000.0,,MOMO,,,,,,,,,,,,,
Amortization Cash Flow,,1279000.0,1279000.0,1279000.0,1279000.0,1279000.0,,MOMO,,,,,,,,,,,,,
Amortization Of Intangibles,,1279000.0,1279000.0,1279000.0,1279000.0,1279000.0,,MOMO,,,,,,,,,,,,,
Depreciation,,15394000.0,17467000.0,18787000.0,22844000.0,23908000.0,,MOMO,,,,,,,,,,,,,
Operating Gains Losses,,69955000.0,-1034000.0,14347000.0,13542000.0,-20036000.0,,MOMO,,,,,,,,,,,,,
Earnings Losses From Equity Investments,,38703000.0,-974000.0,19439000.0,13475000.0,-20040000.0,,MOMO,,,,,,,,,,,,,
Gain Loss On Investment Securities,,,,,,0.0,11250000.0,MOMO,,,,,,,,,,,,,
Gain Loss On Sale Of PPE,,2000.0,-60000.0,-527000.0,67000.0,4000.0,,MOMO,,,,,,,,,,,,,
Gain Loss On Sale Of Business,,,,,,0.0,0.0,MOMO,,,,,,,,,,,,,
Net Income From Continuing Operations,,452469000.0,542165000.0,567600000.0,389461000.0,397008000.0,,MOMO,,,,,,,,,,,,,
Free Cash Flow,,,,,,,,PVH,,,,,,,,576300000.0,68100000.0,213600000.0,-133300000.0,219600000.0,
Repurchase Of Capital Stock,,,,,,,,PVH,,,,,,,,-283600000.0,-72500000.0,-209600000.0,-4600000.0,-76100000.0,
Repayment Of Debt,,,,,,,,PVH,,,,,,,,-104200000.0,25000000.0,-33100000.0,-4200000.0,-467000000.0,
Issuance Of Debt,,,,,,,,PVH,,,,,,,,,,,,402300000.0,87700000.0
Capital Expenditure,,,,,,,,PVH,,,,,,,,-81400000.0,-47400000.0,-58000000.0,-57900000.0,-95300000.0,
End Cash Position,,,,,,,,PVH,,,,,,,,707600000.0,357600000.0,372800000.0,373800000.0,550700000.0,
Beginning Cash Position,,,,,,,,PVH,,,,,,,,357600000.0,372800000.0,373800000.0,550700000.0,457000000.0,
Effect Of Exchange Rate Changes,,,,,,,,PVH,,,,,,,,3100000.0,-8200000.0,2500000.0,-3000000.0,18300000.0,
Changes In Cash,,,,,,,,PVH,,,,,,,,346900000.0,-7000000.0,-3500000.0,-173900000.0,75400000.0,
Financing Cash Flow,,,,,,,,PVH,,,,,,,,-391000000.0,-74600000.0,-217300000.0,-38900000.0,-143200000.0,
Cash Flow From Continuing Financing Activities,,,,,,,,PVH,,,,,,,,-391000000.0,-74600000.0,-217300000.0,-38900000.0,-143200000.0,
Proceeds From Stock Option Exercised,,,,,,,,PVH,,,,,,,,,,0.0,100000.0,0.0,-100000.0
Cash Dividends Paid,,,,,,,,PVH,,,,,,,,-2300000.0,-2300000.0,-2400000.0,-2400000.0,-2400000.0,
Common Stock Dividend Paid,,,,,,,,PVH,,,,,,,,,,,-2400000.0,,
Net Common Stock Issuance,,,,,,,,PVH,,,,,,,,-283600000.0,-72500000.0,-209600000.0,-4600000.0,-76100000.0,
Common Stock Payments,,,,,,,,PVH,,,,,,,,-283600000.0,-72500000.0,-209600000.0,-4600000.0,-76100000.0,
Net Issuance Payments Of Debt,,,,,,,,PVH,,,,,,,,-123000000.0,300000.0,-5300000.0,-32000000.0,-64700000.0,
Net Short Term Debt Issuance,,,,,,,,PVH,,,,,,,,-18800000.0,4100000.0,-1000000.0,-27800000.0,-54100000.0,
Short Term Debt Issuance,,,,,,,,PVH,,,,,,,,,,,,-54100000.0,87700000.0
Net Long Term Debt Issuance,,,,,,,,PVH,,,,,,,,-104200000.0,-3800000.0,-4300000.0,-4200000.0,-10600000.0,
Long Term Debt Payments,,,,,,,,PVH,,,,,,,,-104200000.0,-3800000.0,-4300000.0,-4200000.0,-467000000.0,
Investing Cash Flow,,,,,,,,PVH,,,,,,,,80200000.0,-47900000.0,-57800000.0,-59600000.0,-96300000.0,
Cash Flow From Continuing Investing Activities,,,,,,,,PVH,,,,,,,,80200000.0,-47900000.0,-57800000.0,-59600000.0,-96300000.0,
Net Investment Purchase And Sale,,,,,,,,PVH,,,,,,,,200000.0,-500000.0,200000.0,-1700000.0,-1000000.0,
Sale Of Investment,,,,,,,,PVH,,,,,,,,1600000.0,400000.0,700000.0,200000.0,800000.0,
Purchase Of Investment,,,,,,,,PVH,,,,,,,,-1400000.0,-900000.0,-500000.0,-1900000.0,-1800000.0,
Net Business Purchase And Sale,,,,,,,,PVH,,,,,,,,161400000.0,0.0,,,0.0,0.0
Sale Of Business,,,,,,,,PVH,,,,,,,,161400000.0,0.0,,,0.0,0.0
Net Intangibles Purchase And Sale,,,,,,,,PVH,,,,,,,,,,,,0.0,
Sale Of Intangibles,,,,,,,,PVH,,,,,,,,,,,,0.0,
Net PPE Purchase And Sale,,,,,,,,PVH,,,,,,,,-81400000.0,-47400000.0,-58000000.0,-57900000.0,-95300000.0,
Purchase Of PPE,,,,,,,,PVH,,,,,,,,-81400000.0,-47400000.0,-58000000.0,-57900000.0,-95300000.0,
Operating Cash Flow,,,,,,,,PVH,,,,,,,,657700000.0,115500000.0,271600000.0,-75400000.0,314900000.0,
Cash Flow From Continuing Operating Activities,,,,,,,,PVH,,,,,,,,657700000.0,115500000.0,271600000.0,-75400000.0,314900000.0,
Change In Working Capital,,,,,,,,PVH,,,,,,,,349500000.0,-113000000.0,115900000.0,-281900000.0,74700000.0,
Change In Other Working Capital,,,,,,,,PVH,,,,,,,,-11000000.0,2100000.0,11000000.0,-16400000.0,-52900000.0,
Change In Payables And Accrued Expense,,,,,,,,PVH,,,,,,,,39400000.0,-205200000.0,162000000.0,-315000000.0,-118600000.0,
Change In Payable,,,,,,,,PVH,,,,,,,,39400000.0,-205200000.0,162000000.0,-315000000.0,-118600000.0,
Change In Account Payable,,,,,,,,PVH,,,,,,,,39400000.0,-205200000.0,162000000.0,-315000000.0,-118600000.0,
Change In Prepaid Assets,,,,,,,,PVH,,,,,,,,-26600000.0,42400000.0,-1600000.0,-44300000.0,10200000.0,
Change In Inventory,,,,,,,,PVH,,,,,,,,76500000.0,229900000.0,-75000000.0,76200000.0,124100000.0,
Change In Receivables,,,,,,,,PVH,,,,,,,,271200000.0,-182200000.0,19500000.0,17600000.0,111900000.0,
Changes In Account Receivables,,,,,,,,PVH,,,,,,,,267700000.0,-185000000.0,22800000.0,13400000.0,109000000.0,
Stock Based Compensation,,,,,,,,PVH,,,,,,,,12400000.0,12100000.0,14300000.0,13100000.0,11300000.0,
Asset Impairment Charge,,,,,,,,PVH,,,,,,,,5700000.0,0.0,,,8100000.0,417100000.0
Deferred Tax,,,,,,,,PVH,,,,,,,,14400000.0,-6700000.0,-19100000.0,-3000000.0,92100000.0,
Deferred Income Tax,,,,,,,,PVH,,,,,,,,14400000.0,-6700000.0,-19100000.0,-3000000.0,92100000.0,
Depreciation Amortization Depletion,,,,,,,,PVH,,,,,,,,75600000.0,75200000.0,75500000.0,72300000.0,76200000.0,
Depreciation And Amortization,,,,,,,,PVH,,,,,,,,75600000.0,75200000.0,75500000.0,72300000.0,76200000.0,
Operating Gains Losses,,,,,,,,PVH,,,,,,,,-56400000.0,-13700000.0,-9200000.0,-11900000.0,-86200000.0,
Earnings Losses From Equity Investments,,,,,,,,PVH,,,,,,,,-10900000.0,-13700000.0,-9200000.0,-11900000.0,-7800000.0,
Net Income From Continuing Operations,,,,,,,,PVH,,,,,,,,271800000.0,161600000.0,94200000.0,136000000.0,138700000.0,
Free Cash Flow,-899435000.0,1216785000.0,1594633000.0,662840000.0,-932269000.0,,,UGP,,,,,,,,,,,,,
Repayment Of Debt,-208498000.0,-721514000.0,-679310000.0,-28398000.0,-1933830000.0,,,UGP,,,,,,,,,,,,,
Issuance Of Debt,1348933000.0,0.0,391724000.0,802707000.0,1708600000.0,,,UGP,,,,,,,,,,,,,
Capital Expenditure,-326198000.0,-544561000.0,-306791000.0,-235464000.0,-221017000.0,,,UGP,,,,,,,,,,,,,
End Cash Position,3747552000.0,5925688000.0,6037119000.0,5378068000.0,4361814000.0,,,UGP,,,,,,,,,,,,,
Beginning Cash Position,5925688000.0,6037119000.0,5378068000.0,4361814000.0,5621769000.0,,,UGP,,,,,,,,,,,,,
Effect Of Exchange Rate Changes,0.0,-4002000.0,2445000.0,-2660000.0,-25735000.0,,,UGP,,,,,,,,,,,,,
Changes In Cash,-2178136000.0,-107429000.0,656606000.0,1018914000.0,-1234220000.0,,,UGP,,,,,,,,,,,,,
Cash Flow From Discontinued Operation,,,,0.0,0.0,,,UGP,,,,,,,,,,,,,
Financing Cash Flow,178905000.0,-1302614000.0,-792918000.0,269649000.0,-668513000.0,,,UGP,,,,,,,,,,,,,
Cash From Discontinued Financing Activities,,0.0,0.0,0.0,0.0,0.0,,UGP,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,178905000.0,-1302614000.0,-792918000.0,269649000.0,-668513000.0,,,UGP,,,,,,,,,,,,,
Net Other Financing Charges,-48971000.0,-61536000.0,-65167000.0,-54364000.0,-40250000.0,,,UGP,,,,,,,,,,,,,
Interest Paid Cff,-475034000.0,-519491000.0,-148935000.0,-450288000.0,-294319000.0,,,UGP,,,,,,,,,,,,,
Cash Dividends Paid,-437525000.0,-73000.0,-291230000.0,-8000.0,-108714000.0,,,UGP,,,,,,,,,,,,,
Common Stock Dividend Paid,-437525000.0,,,-8000.0,-108714000.0,,,UGP,,,,,,,,,,,,,
Net Issuance Payments Of Debt,1140435000.0,-721514000.0,-287586000.0,774309000.0,-225230000.0,,,UGP,,,,,,,,,,,,,
Net Long Term Debt Issuance,1140435000.0,-721514000.0,-287586000.0,774309000.0,-225230000.0,,,UGP,,,,,,,,,,,,,
Long Term Debt Payments,-208498000.0,-721514000.0,-679310000.0,-28398000.0,-1933830000.0,,,UGP,,,,,,,,,,,,,
Long Term Debt Issuance,1348933000.0,0.0,391724000.0,802707000.0,1708600000.0,,,UGP,,,,,,,,,,,,,
Investing Cash Flow,-1783804000.0,-566161000.0,-451900000.0,-149039000.0,145545000.0,,,UGP,,,,,,,,,,,,,
Cash From Discontinued Investing Activities,,0.0,0.0,0.0,0.0,987895000.0,,UGP,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,-1783804000.0,-566161000.0,-451900000.0,-149039000.0,145545000.0,,,UGP,,,,,,,,,,,,,
Net Other Investing Changes,,,,,,0.0,-987895000.0,UGP,,,,,,,,,,,,,
Net Investment Purchase And Sale,-1457606000.0,-24726000.0,68268000.0,91097000.0,414018000.0,,,UGP,,,,,,,,,,,,,
Sale Of Investment,89371000.0,-24726000.0,68268000.0,91097000.0,452161000.0,,,UGP,,,,,,,,,,,,,
Purchase Of Investment,-1546977000.0,0.0,0.0,0.0,-38143000.0,,,UGP,,,,,,,,,,,,,
Net Business Purchase And Sale,0.0,3126000.0,-213377000.0,-4672000.0,-47456000.0,,,UGP,,,,,,,,,,,,,
Sale Of Business,0.0,,,,0.0,-987895000.0,0.0,UGP,,,,,,,,,,,,,
Purchase Of Business,0.0,26000.0,-213377000.0,-4672000.0,-47456000.0,,,UGP,,,,,,,,,,,,,
Net Intangibles Purchase And Sale,,,,,-38143000.0,,,UGP,,,,,,,,,,,,,
Purchase Of Intangibles,,,,,-38143000.0,,,UGP,,,,,,,,,,,,,
Net PPE Purchase And Sale,-326198000.0,-269870000.0,-306791000.0,-235464000.0,-221017000.0,,,UGP,,,,,,,,,,,,,
Purchase Of PPE,-326198000.0,-269870000.0,-306791000.0,-235464000.0,-221017000.0,,,UGP,,,,,,,,,,,,,
Operating Cash Flow,-573237000.0,1761346000.0,1901424000.0,898304000.0,-711252000.0,,,UGP,,,,,,,,,,,,,
Cash From Discontinued Operating Activities,,0.0,0.0,0.0,0.0,0.0,,UGP,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,-573237000.0,1761346000.0,1901424000.0,898304000.0,-711252000.0,,,UGP,,,,,,,,,,,,,
Taxes Refund Paid,-102872000.0,-55740000.0,-116592000.0,-64551000.0,-31675000.0,,,UGP,,,,,,,,,,,,,
Dividend Received Cfo,850000.0,-1220000.0,7618000.0,5266000.0,377000.0,,,UGP,,,,,,,,,,,,,
Change In Working Capital,-1655756000.0,-119421000.0,23380000.0,-98257000.0,-1665795000.0,,,UGP,,,,,,,,,,,,,
Change In Other Current Liabilities,-41501000.0,286692000.0,50914000.0,9393000.0,-128476000.0,,,UGP,,,,,,,,,,,,,
Change In Other Current Assets,-137681000.0,-98711000.0,-96306000.0,103190000.0,4030000.0,,,UGP,,,,,,,,,,,,,
Change In Payables And Accrued Expense,-1490557000.0,728716000.0,1111112000.0,-646648000.0,-2887738000.0,,,UGP,,,,,,,,,,,,,
Change In Accrued Expense,-145894000.0,35316000.0,82430000.0,44403000.0,-131184000.0,,,UGP,,,,,,,,,,,,,
Change In Payable,-1344663000.0,693400000.0,1028682000.0,-691051000.0,-2756554000.0,,,UGP,,,,,,,,,,,,,
Change In Account Payable,-1340189000.0,697415000.0,1047799000.0,-681448000.0,-2764262000.0,,,UGP,,,,,,,,,,,,,
Change In Tax Payable,-4474000.0,-4015000.0,-19117000.0,-9603000.0,7708000.0,,,UGP,,,,,,,,,,,,,
Change In Income Tax Payable,-4474000.0,-4015000.0,-19117000.0,-9603000.0,7708000.0,,,UGP,,,,,,,,,,,,,
Change In Inventory,-77210000.0,-374220000.0,-215354000.0,104283000.0,1130592000.0,,,UGP,,,,,,,,,,,,,
Change In Receivables,91193000.0,-661898000.0,-826986000.0,331525000.0,215797000.0,,,UGP,,,,,,,,,,,,,
Changes In Account Receivables,177476000.0,49523000.0,-801348000.0,608598000.0,403105000.0,,,UGP,,,,,,,,,,,,,
Other Non Cash Items,64750000.0,-111478000.0,174737000.0,283637000.0,163692000.0,,,UGP,,,,,,,,,,,,,
Provisionand Write Offof Assets,233978000.0,-23411000.0,253359000.0,225436000.0,242628000.0,,,UGP,,,,,,,,,,,,,
Deferred Tax,209134000.0,716033000.0,386280000.0,59188000.0,92420000.0,,,UGP,,,,,,,,,,,,,
Deferred Income Tax,209134000.0,716033000.0,386280000.0,59188000.0,92420000.0,,,UGP,,,,,,,,,,,,,
Depreciation Amortization Depletion,279775000.0,320649000.0,281444000.0,281292000.0,271409000.0,,,UGP,,,,,,,,,,,,,
Depreciation And Amortization,279775000.0,320649000.0,281444000.0,281292000.0,271409000.0,,,UGP,,,,,,,,,,,,,
Amortization Cash Flow,54932000.0,,,,,,,UGP,,,,,,,,,,,,,
Amortization Of Intangibles,54932000.0,,,,,,,UGP,,,,,,,,,,,,,
Depreciation,224843000.0,115993000.0,281444000.0,281292000.0,271409000.0,,,UGP,,,,,,,,,,,,,
Operating Gains Losses,-58542000.0,-78060000.0,-45000.0,-32398000.0,-58133000.0,,,UGP,,,,,,,,,,,,,
Earnings Losses From Equity Investments,3084000.0,-194000.0,303000.0,-1569000.0,-10448000.0,,,UGP,,,,,,,,,,,,,
Gain Loss On Investment Securities,10421000.0,13445000.0,11422000.0,8950000.0,5092000.0,,,UGP,,,,,,,,,,,,,
Gain Loss On Sale Of PPE,-72047000.0,-88418000.0,-11770000.0,-39779000.0,-52777000.0,,,UGP,,,,,,,,,,,,,
Net Income From Continuing Operations,455446000.0,1113994000.0,891243000.0,238691000.0,273825000.0,,,UGP,,,,,,,,,,,,,
Free Cash Flow,209262000.0,145462000.0,136859000.0,299189000.0,-132509000.0,,,INCY,,,,,,,,,,,,,
Repayment Of Debt,-871000.0,-837000.0,-885000.0,-836000.0,-802000.0,,,INCY,,,,,,,,,,,,,
Issuance Of Capital Stock,477000.0,,,,13988000.0,,,INCY,,,,,,,,,,,,,
Capital Expenditure,-9549000.0,-2267000.0,-10976000.0,-7337000.0,-26906000.0,,,INCY,,,,,,,,,,,,,
Income Tax Paid Supplemental Data,2691000.0,125026000.0,115867000.0,130206000.0,7107000.0,,,INCY,,,,,,,,,,,,,
End Cash Position,3347831000.0,3215221000.0,3228947000.0,3132842000.0,2822768000.0,,,INCY,,,,,,,,,,,,,
Beginning Cash Position,3215221000.0,3228947000.0,3132842000.0,2822768000.0,2953120000.0,,,INCY,,,,,,,,,,,,,
Effect Of Exchange Rate Changes,-676000.0,-7301000.0,2715000.0,-1891000.0,-199000.0,,,INCY,,,,,,,,,,,,,
Changes In Cash,133286000.0,-6425000.0,93390000.0,311965000.0,-130153000.0,,,INCY,,,,,,,,,,,,,
Financing Cash Flow,-12413000.0,346000.0,-37256000.0,12868000.0,4009000.0,,,INCY,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,-12413000.0,346000.0,-37256000.0,12868000.0,4009000.0,,,INCY,,,,,,,,,,,,,
Net Other Financing Charges,-12019000.0,-6334000.0,-36323000.0,-675000.0,-9177000.0,,,INCY,,,,,,,,,,,,,
Proceeds From Stock Option Exercised,,7517000.0,-48000.0,14379000.0,13988000.0,18126000.0,,INCY,,,,,,,,,,,,,
Net Common Stock Issuance,477000.0,,,,13988000.0,,,INCY,,,,,,,,,,,,,
Common Stock Issuance,477000.0,,,,13988000.0,,,INCY,,,,,,,,,,,,,
Net Issuance Payments Of Debt,-871000.0,-837000.0,-885000.0,-836000.0,-802000.0,,,INCY,,,,,,,,,,,,,
Net Long Term Debt Issuance,-871000.0,-837000.0,-885000.0,-836000.0,-802000.0,,,INCY,,,,,,,,,,,,,
Long Term Debt Payments,-871000.0,-837000.0,-885000.0,-836000.0,-802000.0,,,INCY,,,,,,,,,,,,,
Investing Cash Flow,-73112000.0,-154500000.0,-17189000.0,-7429000.0,-28559000.0,,,INCY,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,-73112000.0,-154500000.0,-17189000.0,-7429000.0,-28559000.0,,,INCY,,,,,,,,,,,,,
Net Investment Purchase And Sale,-63563000.0,-152233000.0,-6213000.0,-92000.0,-1653000.0,,,INCY,,,,,,,,,,,,,
Sale Of Investment,102245000.0,81559000.0,73738000.0,97298000.0,53234000.0,,,INCY,,,,,,,,,,,,,
Purchase Of Investment,-165808000.0,-233792000.0,-79951000.0,-97390000.0,-54887000.0,,,INCY,,,,,,,,,,,,,
Net Intangibles Purchase And Sale,0.0,0.0,0.0,0.0,-15000000.0,,,INCY,,,,,,,,,,,,,
Purchase Of Intangibles,0.0,0.0,0.0,0.0,-15000000.0,,,INCY,,,,,,,,,,,,,
Capital Expenditure Reported,-9549000.0,-2267000.0,-10976000.0,-7337000.0,-11906000.0,,,INCY,,,,,,,,,,,,,
Operating Cash Flow,218811000.0,147729000.0,147835000.0,306526000.0,-105603000.0,,,INCY,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,218811000.0,147729000.0,147835000.0,306526000.0,-105603000.0,,,INCY,,,,,,,,,,,,,
Change In Working Capital,99238000.0,-73249000.0,-91124000.0,102318000.0,-186596000.0,,,INCY,,,,,,,,,,,,,
Change In Payables And Accrued Expense,160102000.0,86413000.0,5764000.0,120505000.0,-150013000.0,,,INCY,,,,,,,,,,,,,
Change In Accrued Expense,105465000.0,116223000.0,21891000.0,20600000.0,71900000.0,,,INCY,,,,,,,,,,,,,
Change In Payable,54637000.0,-29810000.0,-16127000.0,99905000.0,-221913000.0,,,INCY,,,,,,,,,,,,,
Change In Account Payable,54637000.0,-29810000.0,-16127000.0,99905000.0,-221913000.0,,,INCY,,,,,,,,,,,,,
Change In Prepaid Assets,-1698000.0,19590000.0,-53862000.0,16135000.0,-24354000.0,,,INCY,,,,,,,,,,,,,
Change In Inventory,-57197000.0,-92958000.0,-23757000.0,-20116000.0,-33320000.0,,,INCY,,,,,,,,,,,,,
Change In Receivables,-1969000.0,-86294000.0,-19269000.0,-14206000.0,21091000.0,,,INCY,,,,,,,,,,,,,
Changes In Account Receivables,-1969000.0,-86294000.0,-19269000.0,-14206000.0,21091000.0,,,INCY,,,,,,,,,,,,,
Other Non Cash Items,2498000.0,38180000.0,2701000.0,7355000.0,3545000.0,,,INCY,,,,,,,,,,,,,
Stock Based Compensation,59778000.0,59990000.0,48000000.0,54520000.0,53379000.0,,,INCY,,,,,,,,,,,,,
Unrealized Gain Loss On Investment Securities,-99947000.0,-34054000.0,26654000.0,-41811000.0,5318000.0,,,INCY,,,,,,,,,,,,,
Deferred Tax,-34251000.0,-65979000.0,-31055000.0,-39701000.0,-22163000.0,,,INCY,,,,,,,,,,,,,
Deferred Income Tax,-34251000.0,-65979000.0,-31055000.0,-39701000.0,-22163000.0,,,INCY,,,,,,,,,,,,,
Depreciation Amortization Depletion,21947000.0,21762000.0,21390000.0,20297000.0,19211000.0,,,INCY,,,,,,,,,,,,,
Depreciation And Amortization,21947000.0,21762000.0,21390000.0,20297000.0,19211000.0,,,INCY,,,,,,,,,,,,,
Net Income From Continuing Operations,169548000.0,201079000.0,171269000.0,203548000.0,21703000.0,,,INCY,,,,,,,,,,,,,
Free Cash Flow,3220000000.0,3186000000.0,4680000000.0,2515000000.0,2251000000.0,,,CB,,,,,,,,,,,,,
Repurchase Of Capital Stock,-404000000.0,-563000000.0,-581000000.0,-722000000.0,-545000000.0,,,CB,,,,,,,,,,,,,
Repayment Of Debt,0.0,0.0,0.0,0.0,-475000000.0,,,CB,,,,,,,,,,,,,
Issuance Of Debt,996000000.0,,,,0.0,,,CB,,,,,,,,,,,,,
Interest Paid Supplemental Data,112000000.0,208000000.0,39000000.0,207000000.0,99000000.0,,,CB,,,,,,,,,,,,,
Income Tax Paid Supplemental Data,89000000.0,364000000.0,348000000.0,534000000.0,219000000.0,,,CB,,,,,,,,,,,,,
End Cash Position,2651000000.0,2621000000.0,2778000000.0,2375000000.0,2382000000.0,,,CB,,,,,,,,,,,,,
