metric,2023-12-31 00:00:00,2022-12-31 00:00:00,2021-12-31 00:00:00,2020-12-31 00:00:00,2019-12-31 00:00:00,stock,2023-05-31 00:00:00,2022-05-31 00:00:00,2021-05-31 00:00:00,2020-05-31 00:00:00,2024-01-31 00:00:00,2023-01-31 00:00:00,2022-01-31 00:00:00,2021-01-31 00:00:00,2020-01-31 00:00:00,2024-03-31 00:00:00,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,2023-06-30 00:00:00,2022-06-30 00:00:00,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2023-09-30 00:00:00,2022-09-30 00:00:00,2021-09-30 00:00:00,2020-09-30 00:00:00
Net Income Continuous Operations,272418000.0,101568000.0,-129551000.0,-21802000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Earnings From Equity Interest Net Of Tax,3297000.0,-498431000.0,-26217000.0,-7634000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Tax Provision,18856000.0,34575000.0,25745000.0,27825000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Pretax Income,287977000.0,634574000.0,-77589000.0,13657000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Other Income Expense,78193000.0,488631000.0,-42705000.0,406914000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,,-381000.0,-2467000.0,74687000.0,YY,,,,,,,,,,,,,,,,,,,,,,,
Special Income Charges,-6177000.0,48548000.0,10250000.0,-6277000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Ppe,,,,,0.0,YY,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Business,-6177000.0,0.0,4959000.0,0.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Other Special Charges,,-63378000.0,-5291000.0,6277000.0,2277000.0,YY,,,,,,,,,,,,,,,,,,,,,,,
Impairment Of Capital Assets,0.0,14830000.0,0.0,0.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Security,84370000.0,440083000.0,-52574000.0,415658000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,174792000.0,80378000.0,76758000.0,13523000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense Non Operating,10420000.0,12770000.0,14475000.0,75555000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Interest Income Non Operating,185212000.0,93148000.0,91233000.0,89078000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Operating Income,34992000.0,65565000.0,-111642000.0,-406780000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Operating Expense,778036000.0,786563000.0,949543000.0,946778000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,-9705000.0,-17505000.0,-20376000.0,-8095000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Research And Development,295503000.0,261807000.0,279781000.0,302818000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Selling General And Administration,492238000.0,542261000.0,690138000.0,652055000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Selling And Marketing Expense,369577000.0,400435000.0,468407000.0,505389000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
General And Administrative Expense,122661000.0,141826000.0,221731000.0,146666000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Other Gand A,122661000.0,141826000.0,221731000.0,146666000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Gross Profit,813028000.0,852128000.0,837901000.0,539998000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Cost Of Revenue,1454842000.0,1559388000.0,1781150000.0,1378146000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Total Revenue,2267870000.0,2411516000.0,2619051000.0,1918144000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Operating Revenue,1979371000.0,2225518000.0,2476790000.0,1815826000.0,,YY,,,,,,,,,,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,0.0,0.0,-1099253000.0,0.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Tax Rate For Calcs,0.237533,0.27682,0.25,0.26069,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Normalized EBITDA,2794192000.0,2226878000.0,2640323000.0,3343654000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items,0.0,0.0,-4397012000.0,0.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,0.0,0.0,-4397012000.0,0.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,1957581000.0,1484283000.0,-2913708000.0,2103484000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Depreciation,79608000.0,112131000.0,264599000.0,366248000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,7025394000.0,7421419000.0,8383431000.0,7976781000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,2794192000.0,2226878000.0,-1756689000.0,3343654000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
EBIT,2714584000.0,2114747000.0,-2021288000.0,2977406000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income,374030000.0,285349000.0,310503000.0,365599000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,62223000.0,83530000.0,73776000.0,78872000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,436253000.0,368879000.0,384279000.0,444471000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Normalized Income,1957581000.0,1484283000.0,384051000.0,2103484000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,1957581000.0,1484283000.0,-2913708000.0,2103484000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Total Expenses,9697307000.0,11076629000.0,12568274000.0,12492753000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income As Reported,2305016000.0,1627543000.0,-2389567000.0,2531435000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Diluted Average Shares,200916664.0,211905140.0,202350955.0,226040821.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Basic Average Shares,188819700.0,195088184.0,202350955.0,208457449.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS,9.84,7.3,-14.4,9.66,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,10.36,7.6,-14.4,10.1,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,1957581000.0,1484283000.0,-2913708000.0,2103484000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Net Income Common Stockholders,1957581000.0,1484283000.0,-2913708000.0,2103484000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Net Income,1957581000.0,1484283000.0,-2913708000.0,2103484000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Minority Interests,5886000.0,4274000.0,11996000.0,3092000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,1951695000.0,1480009000.0,-2925704000.0,2100392000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Net Income Continuous Operations,1951695000.0,1480009000.0,-2925704000.0,2100392000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Earnings From Equity Interest Net Of Tax,-70643000.0,11073000.0,-8084000.0,-42522000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Tax Provision,630023000.0,562281000.0,822556000.0,755620000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Pretax Income,2652361000.0,2031217000.0,-2095064000.0,2898534000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Other Income Expense,-26685000.0,118325000.0,-4413012000.0,1500000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Other Non Operating Income Expenses,-26685000.0,118325000.0,-16000000.0,1500000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Special Income Charges,0.0,0.0,-4397012000.0,0.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Write Off,,,,,15711000.0,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Impairment Of Capital Assets,0.0,0.0,4397012000.0,0.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,374030000.0,285349000.0,310503000.0,365599000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense Non Operating,62223000.0,83530000.0,73776000.0,78872000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Interest Income Non Operating,436253000.0,368879000.0,384279000.0,444471000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Operating Income,2305016000.0,1627543000.0,2007445000.0,2531435000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Operating Expense,2671913000.0,3655210000.0,4184843000.0,4515972000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,-130105000.0,-20632000.0,-175947000.0,-228777000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Research And Development,884590000.0,1006219000.0,1131781000.0,1167677000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Selling General And Administration,1917428000.0,2669623000.0,3229009000.0,3577072000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Selling And Marketing Expense,1414949000.0,2073617000.0,2604309000.0,2813922000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
General And Administrative Expense,502479000.0,596006000.0,624700000.0,763150000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Other Gand A,502479000.0,596006000.0,624700000.0,763150000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Gross Profit,4976929000.0,5282753000.0,6192288000.0,7047407000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Cost Of Revenue,7025394000.0,7421419000.0,8383431000.0,7976781000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Total Revenue,12002323000.0,12704172000.0,14575719000.0,15024188000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Operating Revenue,12002323000.0,12704172000.0,14575719000.0,15024188000.0,,MOMO,,,,,,,,,,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,,,,,,PVH,,,,,0.0,-87591000.0,0.0,-43874500.0,,,,,,,,,,,,,,,
Tax Rate For Calcs,,,,,,PVH,,,,,0.211,0.21,0.021,0.047,,,,,,,,,,,,,,,
Normalized EBITDA,,,,,,PVH,,,,,1238900000.0,1196400000.0,1394600000.0,191800000.0,,,,,,,,,,,,,,,
Total Unusual Items,,,,,,PVH,,,,,0.0,-417100000.0,0.0,-933500000.0,,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,,,,,PVH,,,,,0.0,-417100000.0,0.0,-933500000.0,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,,,,,PVH,,,,,663600000.0,200400000.0,952300000.0,-1136100000.0,,,,,,,,,,,,,,,
Reconciled Depreciation,,,,,,PVH,,,,,298600000.0,301500000.0,313300000.0,325800000.0,,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,,,,,,PVH,,,,,3854500000.0,3901300000.0,3830600000.0,3355800000.0,,,,,,,,,,,,,,,
EBITDA,,,,,,PVH,,,,,1238900000.0,779300000.0,1394600000.0,-741700000.0,,,,,,,,,,,,,,,
EBIT,,,,,,PVH,,,,,940300000.0,477800000.0,1081300000.0,-1067500000.0,,,,,,,,,,,,,,,
Net Interest Income,,,,,,PVH,,,,,-87800000.0,-82500000.0,-104200000.0,-121300000.0,,,,,,,,,,,,,,,
Interest Expense,,,,,,PVH,,,,,99300000.0,89600000.0,108600000.0,125500000.0,,,,,,,,,,,,,,,
Interest Income,,,,,,PVH,,,,,11500000.0,7100000.0,4400000.0,4200000.0,,,,,,,,,,,,,,,
Normalized Income,,,,,,PVH,,,,,663600000.0,529909000.0,952300000.0,-246474500.0,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,,,,,PVH,,,,,663600000.0,200400000.0,952300000.0,-1136100000.0,,,,,,,,,,,,,,,
Total Expenses,,,,,,PVH,,,,,8349900000.0,8186800000.0,8220400000.0,7339000000.0,,,,,,,,,,,,,,,
Diluted Average Shares,,,,,,PVH,,,,,61700000.0,66200000.0,71900000.0,71200000.0,,,,,,,,,,,,,,,
Basic Average Shares,,,,,,PVH,,,,,61000000.0,65700000.0,70800000.0,71200000.0,,,,,,,,,,,,,,,
Diluted EPS,,,,,,PVH,,,,,10.76,3.03,13.25,-15.96,,,,,,,,,,,,,,,
Basic EPS,,,,,,PVH,,,,,10.878689,3.050228,13.45,-15.96,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,,,,,PVH,,,,,663600000.0,200400000.0,952300000.0,-1136100000.0,,,,,,,,,,,,,,,
Net Income Common Stockholders,,,,,,PVH,,,,,663600000.0,200400000.0,952300000.0,-1136100000.0,,,,,,,,,,,,,,,
Net Income,,,,,,PVH,,,,,663600000.0,200400000.0,952300000.0,-1136100000.0,,,,,,,,,,,,,,,
Minority Interests,,,,,,PVH,,,,,0.0,0.0,300000.0,1400000.0,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,,,,,PVH,,,,,663600000.0,200400000.0,952000000.0,-1137500000.0,,,,,,,,,,,,,,,
Net Income Continuous Operations,,,,,,PVH,,,,,663600000.0,200400000.0,952000000.0,-1137500000.0,,,,,,,,,,,,,,,
Tax Provision,,,,,,PVH,,,,,177400000.0,187800000.0,20700000.0,-55500000.0,,,,,,,,,,,,,,,
Pretax Income,,,,,,PVH,,,,,841000000.0,388200000.0,972700000.0,-1193000000.0,,,,,,,,,,,,,,,
Other Income Expense,,,,,,PVH,,,,,61000000.0,-366700000.0,142600000.0,-865300000.0,,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,,,,,PVH,,,,,15300000.0,91900000.0,118900000.0,72800000.0,,,,,,,,,,,,,,,
Special Income Charges,,,,,,PVH,,,,,0.0,-417100000.0,0.0,-933500000.0,,,,,,,,,,,,,,,
Other Special Charges,,,,,,PVH,,,,,,,,,5200000.0,,,,,,,,,,,,,,
Impairment Of Capital Assets,,,,,,PVH,,,,,0.0,417100000.0,0.0,933500000.0,,,,,,,,,,,,,,,
Earnings From Equity Interest,,,,,,PVH,,,,,45700000.0,50400000.0,23700000.0,-4600000.0,,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,,,,,PVH,,,,,-87800000.0,-82500000.0,-104200000.0,-121300000.0,,,,,,,,,,,,,,,
Interest Expense Non Operating,,,,,,PVH,,,,,99300000.0,89600000.0,108600000.0,125500000.0,,,,,,,,,,,,,,,
Interest Income Non Operating,,,,,,PVH,,,,,11500000.0,7100000.0,4400000.0,4200000.0,,,,,,,,,,,,,,,
Operating Income,,,,,,PVH,,,,,867800000.0,837400000.0,934300000.0,-206400000.0,,,,,,,,,,,,,,,
Operating Expense,,,,,,PVH,,,,,4495400000.0,4285500000.0,4389800000.0,3983200000.0,,,,,,,,,,,,,,,
Selling General And Administration,,,,,,PVH,,,,,4495400000.0,4285500000.0,4389800000.0,3983200000.0,,,,,,,,,,,,,,,
General And Administrative Expense,,,,,,PVH,,,,,4495400000.0,4285500000.0,4389800000.0,3983200000.0,,,,,,,,,,,,,,,
Other Gand A,,,,,,PVH,,,,,4542600000.0,4377400000.0,4453900000.0,3983200000.0,,,,,,,,,,,,,,,
Salaries And Wages,,,,,,PVH,,,,,-47200000.0,-91900000.0,-64100000.0,,90000000.0,,,,,,,,,,,,,,
Gross Profit,,,,,,PVH,,,,,5363200000.0,5122900000.0,5324100000.0,3776800000.0,,,,,,,,,,,,,,,
Cost Of Revenue,,,,,,PVH,,,,,3854500000.0,3901300000.0,3830600000.0,3355800000.0,,,,,,,,,,,,,,,
Total Revenue,,,,,,PVH,,,,,9217700000.0,9024200000.0,9154700000.0,7132600000.0,,,,,,,,,,,,,,,
Operating Revenue,,,,,,PVH,,,,,9217700000.0,9024200000.0,9154700000.0,7132600000.0,,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,34096524.376623,-51533281.206559,-4060302.169179,2930560.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Tax Rate For Calcs,0.296461,0.181683,0.186792,0.32,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Normalized EBITDA,6243665000.0,4784020000.0,2777147000.0,2548922000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items,115012000.0,-283644000.0,-21737000.0,9158000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,115012000.0,-283644000.0,-21737000.0,9158000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,2439795000.0,1498981000.0,785199000.0,612750000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Depreciation,1154794000.0,1027323000.0,920915000.0,838201000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,116730469000.0,136276257000.0,104827966000.0,70056447000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,6358677000.0,4500376000.0,2755410000.0,2558080000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
EBIT,5203883000.0,3473053000.0,1834495000.0,1719879000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income,-992207000.0,-1016275000.0,-556806000.0,-457510000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,1625188000.0,1593328000.0,827847000.0,768298000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,778426000.0,551995000.0,413120000.0,347387000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Normalized Income,2358879524.376623,1731091718.793441,802875697.830821,606522560.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,2439795000.0,1800839000.0,850463000.0,893383000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Total Expenses,121604719000.0,140467245000.0,108130017000.0,72614092000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Rent Expense Supplemental,,,116744000.0,92117000.0,92199000.0,UGP,,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income As Reported,4565917000.0,3336752000.0,1787014000.0,1545960000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Diluted Average Shares,1104942000.0,1098692000.0,1096962000.0,1095842000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Basic Average Shares,1095469000.0,1091990000.0,1090500000.0,1089414000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS,2.2081,1.6391,0.7753,0.8152,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,2.2272,1.6491,0.7799,0.8201,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,2439795000.0,1800839000.0,850463000.0,893383000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Net Income Common Stockholders,2439795000.0,1800839000.0,850463000.0,893383000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Net Income,2439795000.0,1800839000.0,850463000.0,893383000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Minority Interests,-77958000.0,-39230000.0,-33415000.0,-34314000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,2517753000.0,1840069000.0,883878000.0,927697000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Net Income Discontinuous Operations,0.0,301858000.0,65264000.0,280633000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Net Income Continuous Operations,2517753000.0,1538211000.0,818614000.0,647064000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Tax Provision,1060942000.0,341514000.0,188034000.0,304517000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Pretax Income,3578695000.0,1879725000.0,1006648000.0,951581000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Other Income Expense,126920000.0,-271463000.0,-39371000.0,-34873000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,,26026000.0,24825000.0,26622000.0,UGP,,,,,,,,,,,,,,,,,,,,,,,
Special Income Charges,121935000.0,169289000.0,184189000.0,85455000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Ppe,121935000.0,169289000.0,184189000.0,85455000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Other Special Charges,,,-6630000.0,-3993000.0,-11222000.0,UGP,,,,,,,,,,,,,,,,,,,,,,,
Write Off,,,,0.0,593280000.0,UGP,,,,,,,,,,,,,,,,,,,,,,,
Impairment Of Capital Assets,,,,0.0,593280000.0,UGP,,,,,,,,,,,,,,,,,,,,,,,
Earnings From Equity Interest,11908000.0,12181000.0,-17634000.0,-44031000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Security,-6923000.0,-452933000.0,-205926000.0,-76297000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-992207000.0,-1016275000.0,-556806000.0,-457510000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Total Other Finance Cost,145445000.0,-25058000.0,142079000.0,36599000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense Non Operating,1625188000.0,1593328000.0,827847000.0,768298000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Interest Income Non Operating,778426000.0,551995000.0,413120000.0,347387000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Operating Income,4443982000.0,3167463000.0,1602825000.0,1443964000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Operating Expense,4874250000.0,4190988000.0,3302051000.0,2557645000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,602865000.0,514522000.0,-96166000.0,-47493000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Other Taxes,,,-189767000.0,-292977000.0,-67557000.0,UGP,,,,,,,,,,,,,,,,,,,,,,,
Provision For Doubtful Accounts,,,-3123000.0,13947000.0,35225000.0,UGP,,,,,,,,,,,,,,,,,,,,,,,
Selling General And Administration,4271385000.0,3676466000.0,3398217000.0,2605138000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Selling And Marketing Expense,2253226000.0,2141985000.0,1931666000.0,1611152000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
General And Administrative Expense,2018159000.0,1534481000.0,1466551000.0,993986000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Other Gand A,2018159000.0,1534481000.0,1466551000.0,993986000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Rent And Landing Fees,,,116744000.0,92117000.0,92199000.0,UGP,,,,,,,,,,,,,,,,,,,,,,,
Gross Profit,9318232000.0,7358451000.0,4904876000.0,4001609000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Cost Of Revenue,116730469000.0,136276257000.0,104827966000.0,70056447000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Total Revenue,126048701000.0,143634708000.0,109732842000.0,74058056000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Excise Taxes,,,,4291081000.0,4031295000.0,UGP,,,,,,,,,,,,,,,,,,,,,,,
Operating Revenue,126048701000.0,143634708000.0,109732842000.0,74058056000.0,,UGP,,,,,,,,,,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,4172244.0,-35507084.0,-10479510.0,-3498930.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Tax Rate For Calcs,0.284,0.356,0.27,0.27,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Normalized EBITDA,904735000.0,699376000.0,669009000.0,-165278000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items,14691000.0,-99739000.0,-38813000.0,-12959000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,14691000.0,-99739000.0,-38813000.0,-12959000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,597599000.0,340660000.0,948581000.0,-295697000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Depreciation,82660000.0,67855000.0,57844000.0,51807000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,255000000.0,207000000.0,150991000.0,131300000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,919426000.0,599637000.0,630196000.0,-178237000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
EBIT,836766000.0,531782000.0,572352000.0,-230044000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income,169797000.0,37266000.0,8739000.0,-2174000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,2551000.0,2666000.0,1908000.0,2174000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,172348000.0,39932000.0,10647000.0,,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Normalized Income,587080244.0,404891916.0,976914490.0,-286236930.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,597599000.0,340660000.0,948581000.0,-295697000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Total Expenses,3045939000.0,2803009000.0,2385749000.0,2906943000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income As Reported,620525000.0,579440000.0,585777000.0,-263676000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Diluted Average Shares,225928000.0,223958000.0,222074000.0,218073000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Basic Average Shares,223628000.0,222004000.0,220428000.0,218073000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS,2.65,1.52,4.27,-1.36,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,2.67,1.53,4.3,-1.36,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,597599000.0,340660000.0,948581000.0,-295697000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Net Income Common Stockholders,597599000.0,340660000.0,948581000.0,-295697000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Net Income,597599000.0,340660000.0,948581000.0,-295697000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,597599000.0,340660000.0,948581000.0,-295697000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Net Income Continuous Operations,597599000.0,340660000.0,948581000.0,-295697000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Tax Provision,236616000.0,188456000.0,-378137000.0,63479000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Pretax Income,834215000.0,529116000.0,570444000.0,-232218000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Other Income Expense,14691000.0,-99739000.0,-38813000.0,10247000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,39932000.0,10647000.0,23206000.0,52182000.0,INCY,,,,,,,,,,,,,,,,,,,,,,,
Special Income Charges,-29202000.0,-12149000.0,-14741000.0,-23385000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Restructuring And Mergern Acquisition,29202000.0,12149000.0,14741000.0,23385000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
